issue_number,buggy_generated,fixed_generated,buggy_syntax_valid,fixed_syntax_valid,buggy_execution_status,fixed_execution_status,reconstruction_status,notes,case_dir,issue_id,platform,api_era,bug_summary,fix_summary,pair_similarity,buggy_lines,fixed_lines,provider,model,cached,repair_rounds,input_tokens,output_tokens,source_truncated_fields
979,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: contains prose rather than code | model flagged for review: The scraped ""fixed code"" is actually the answer's prose/math explanation with no concrete corrected code block, so the fixed.py had to be reconstructed from the answer's described alternative protocol rather than transcribed verbatim. | flagged during reconstruction: The scraped ""fixed code"" is actually the answer's prose/math explanation with no concrete corrected code block, so the fixed.py had to be reconstructed from the answer's described alternative protocol rather than transcribed verbatim.",issue_979,23371,SE,legacy,OP's code only performs a single pairwise SWAP-test distance and (per the question) cannot scale to comparing many vectors in one circuit; the scraped code also has an unused/erroneous qiskit_quantum_,The answer explains that building a single multi-vector oracle circuit gives no advantage over classically sampling an index and repeating the existing standard SWAP test; fixed.py generalizes the pai,0.2038,45,59,anthropic,claude-sonnet-5,False,0,7018,4562,
982,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: Original question contained no actual code (only prose), so the buggy program had to be inferred from the answer's demonstration code; the specific 'bug' is a reconstruction rather than a directly scraped defect. | flagged during reconstruction: Original question contained no actual code (only prose), so the buggy program had to be inferred from the answer's demonstration code; the specific 'bug' is a reconstruction rather than a directly scraped defect.",issue_982,21779,SE,legacy,"The circuit defines the desired basis-state amplitude vector but never calls circ.initialize(), so the qubits remain in |00> regardless of the intended state.","Apply the amplitude vector to the circuit via circ.initialize(state, q) so the qubits are actually prepared in the desired basis state (e.g. |11>).",0.6422,13,14,anthropic,claude-sonnet-5,False,0,3590,2230,
983,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | FIXED CODE: contains prose rather than code | not executed (remote access required or execution disabled); validated statically only,issue_983,28366,SE,modern,"Author used a dense Operator directly in save_expectation_value, unsure whether it was internally decomposed into weighted Pauli terms as intended.","Explicitly convert the Operator to a SparsePauliOp (weighted Pauli decomposition) before computing the expectation value, confirming the intended representation.",0.8634,19,20,anthropic,claude-sonnet-5,False,0,2154,1553,
987,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: The scraped ""buggy"" and ""fixed"" code are actually error tracebacks and a Slack channel name, not program source; the reported issue is an external service outage rather than a code defect, so no genuine code diff exists between buggy and fixed versions. | flagged during reconstruction: The scraped ""buggy"" and ""fixed"" code are actually error tracebacks and a Slack channel name, not program source; the reported issue is an external service outage rather than a code defect, so no genuine code diff exists between buggy and fixed versions.",issue_987,9076,SE,legacy,Job/training run against the real ibmq_16_melbourne hardware backend fails with intermittent 403/520 errors because the device was offline for upgrades and account credits were exhausted.,No code change is possible; the answer explains the outage was infrastructure-side and advises watching the #ibm-q-systems Slack channel for device status updates.,0.8286,28,31,anthropic,claude-sonnet-5,False,0,5460,2645,
972,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 4 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | unresolved names in buggy.py: iBMQ | not executed (remote access required or execution disabled); validated statically only,issue_972,14467,SE,legacy,"Code calls iBMQ.load.account() using a wrong-cased, undefined name and incorrect attribute access instead of the imported IBMQ object's load_account method",Use the correctly imported IBMQ object and call its load_account() method: IBMQ.load_account(),0.9917,8,8,anthropic,claude-sonnet-5,False,0,2627,381,
985,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: contains prose rather than code | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_985,12538,SE,legacy,"Using u1 gate and transpiling to basis ['rx','ry','rz'] fails since u1 has no decomposition rule in that basis (u1 is not in SU(2)).","Replace u1(lambda) with rz(lambda), which equals U1 up to an unobservable global phase and is expressible/transpilable in the rx, ry, rz basis.",0.609,8,7,anthropic,claude-sonnet-5,False,0,2862,748,
989,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | model flagged for review: The actual fix was an environment upgrade (pip install --upgrade qiskit), not a code change; the code diff here is a reasonable stand-in showing the correct import source but is inferred rather than explicitly given. | flagged during reconstruction: The actual fix was an environment upgrade (pip install --upgrade qiskit), not a code change; the code diff here is a reasonable stand-in showing the correct import source but is inferred rather than explicitly given.",issue_989,18395,SE,modern,Importing Aer from the base qiskit package (outdated/incomplete Aer) means aer_simulator is missing from Aer.backends().,Import Aer from the qiskit_aer package (and upgrade qiskit-aer) so aer_simulator is listed and usable.,0.6738,4,4,anthropic,claude-sonnet-5,False,0,1611,1142,
992,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 3 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_992,31874,SE,legacy,"QPE circuit starts in the |0...0> state of the system register, which has almost no overlap with the Hamiltonian's ground state, so the estimated eigenvalue is wrong.","Add Hadamards on the system qubits (measure_circ.h([-1, -2])) to prepare a uniform superposition with better ground-state overlap, and increase shots to 10000.",0.9438,38,41,anthropic,claude-sonnet-5,False,0,7137,1924,
988,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,FIXED CODE: 1 duplicate block(s) removed | model flagged for review: Original question contained no code; buggy.py was reconstructed conservatively to illustrate the naive approach implied by the fix (YGate().power(1/2)). | flagged during reconstruction: Original question contained no code; buggy.py was reconstructed conservatively to illustrate the naive approach implied by the fix (YGate().power(1/2)).,issue_988,13532,SE,legacy,"User tried to use the ** operator directly on a YGate instance to get its square root, which is not supported by Qiskit gate objects.",Use YGate().power(1/2) to correctly construct and append the principal square root of the Y gate.,0.744,8,7,anthropic,claude-sonnet-5,False,0,2040,987,
991,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 3 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_991,25586,SE,legacy,"Transpiling with a basis gate set ('rx','ry','cx') that does not match the actual native IBM hardware basis gates, giving a misleading decomposition.","Use the correct IBM hardware native basis gate set ['cx','id','rz','x','sx'] for transpilation.",0.9385,6,6,anthropic,claude-sonnet-5,False,0,2319,371,
1001,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 3 duplicate block(s) removed | FIXED CODE: 2 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_1001,14226,SE,legacy,"Author tried to suppress NoiseModel's ""quantum error already exists"" warning using the warnings module, which has no effect since it is logged, not raised as a Python warning.",Pass warnings=False directly to NoiseModel.add_quantum_error to suppress the duplicate-error log message.,0.7534,11,10,anthropic,claude-sonnet-5,False,0,1993,682,
997,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 3 duplicate block(s) removed | BUGGY CODE: contains prose rather than code | FIXED CODE: 4 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_997,31494,SE,modern,"Circuit is built with multiple named QuantumRegister/ClassicalRegister objects, leaving it in a multi-register form instead of a single flat register form.","Compose the multi-register circuit into a new QuantumCircuit built from plain qubit/clbit counts, flattening it into a single QuantumRegister and ClassicalRegister.",0.7201,12,14,anthropic,claude-sonnet-5,False,0,3452,764,
994,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 3 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 3 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_994,13769,SE,legacy,"Calling job_result.get_statevector(qc) on a result from QasmSimulator (even with method=""statevector"") fails because QasmSimulator returns measurement counts, not a statevector.",Use a SnapshotStatevector instruction (qc.snapshot) in the circuit and retrieve the statevector via job_result.data(qc)['snapshots']['statevector'] instead of get_statevector.,0.6447,11,16,anthropic,claude-sonnet-5,False,0,2462,886,
995,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,FIXED CODE: 3 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_995,28200,SE,legacy,"Author relies on deprecated NoiseModel.to_dict()/from_dict() to customize an existing noise model, which no longer works.",Build the noise model with NoiseModel.from_backend() and modify its attributes (e.g. _local_readout_errors) directly instead of using deprecated dict serialization.,0.1154,11,15,anthropic,claude-sonnet-5,False,0,2531,682,
1000,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: This case is a conceptual Q&A about calculating probabilities analytically rather than a concrete code bug, so the reconstruction is an approximation of the intended illustrative code rather than a literal bug/fix pair | flagged during reconstruction: This case is a conceptual Q&A about calculating probabilities analytically rather than a concrete code bug, so the reconstruction is an approximation of the intended illustrative code rather than a literal bug/fix pair",issue_1000,26948,SE,modern,"The snippet lacks any imports and never computes or verifies the measurement probability, leaving the asker unable to relate the Ry matrix to P(1)","Added the necessary imports and used Statevector to compute the actual measurement probabilities, confirming the hand-derived P(0)=cos^2(theta/2), P(1)=sin^2(theta/2)",0.2702,4,13,anthropic,claude-sonnet-5,False,0,2711,1184,
1008,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | FIXED CODE: 4 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1008,31701,SE,modern,"QiskitRuntimeService() is called without any account credentials having been saved on disk, causing an API key not found error",Save the IBM Quantum account/token with QiskitRuntimeService.save_account() before initializing QiskitRuntimeService() with no arguments,0.4302,3,6,anthropic,claude-sonnet-5,False,0,2169,346,
1005,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: contains prose rather than code | model flagged for review: Source material contains almost no real code (only bare symbol names), so the reconstructed programs are inferred scaffolding around the documented API names rather than the author's exact original code | flagged during reconstruction: Source material contains almost no real code (only bare symbol names), so the reconstructed programs are inferred scaffolding around the documented API names rather than the author's exact original code",issue_1005,37524,SE,modern,GenericBackendV2 only randomly samples T1/T2/measurement error properties with no way to set them manually,"Build a custom NoiseModel from qiskit_aer.noise with explicit thermal relaxation and readout errors, then run circuits on AerSimulator using that noise model",0.084,14,28,anthropic,claude-sonnet-5,False,0,1762,1325,
1006,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: contains prose rather than code | model flagged for review: The ""fix"" is purely an explanatory answer confirming the original code and output were correct, so there is no genuine code correction to isolate in a diff. | flagged during reconstruction: The ""fix"" is purely an explanatory answer confirming the original code and output were correct, so there is no genuine code correction to isolate in a diff.",issue_1006,38132,SE,modern,No actual code defect; the user misinterpreted a mathematically correct negative amplitude produced by cry as an error.,Answer clarifies via manual Ry matrix multiplication that the negative sign on |110> is expected; no code change is required.,0.7636,18,22,anthropic,claude-sonnet-5,False,0,3374,1499,
1009,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: contains prose rather than code | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1009,29275,SE,legacy,"ExpectationFactory.build defaults to include_custom=True, letting AerPauliExpectation be auto-selected for Aer backends, which ignores the configured shots","Pass include_custom=False to ExpectationFactory.build so PauliExpectation is used instead, respecting the shots setting",0.8374,28,28,anthropic,claude-sonnet-5,False,0,2533,1580,
1013,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1013,16218,SE,legacy,"Circuit built with plain integer sizes (QuantumCircuit(7,5)) has no classical register, so c_if(0,3) using an int index is invalid/broken.",Build circuit with explicit QuantumRegister/ClassicalRegister objects so c_if can reference the actual ClassicalRegister as required.,0.3865,6,7,anthropic,claude-sonnet-5,False,0,2344,429,
1022,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1022,15491,SE,legacy,"Using QFT(2) directly applies Qiskit's QFT convention (mirrored endianness), giving a statevector with unexpected complex phases instead of the expected real values.","Construct the QFT with do_swaps=False, inverse=True, then apply reverse_bits() afterward to correct the qubit ordering/endianness mismatch, yielding the expected statevector.",0.8363,10,12,anthropic,claude-sonnet-5,False,0,3807,698,
1019,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 3 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1019,23353,SE,legacy,"Circuits executed in parallel without names, so get_counts() order cannot be reliably mapped back to the original qcircuits list order.","Assign each circuit a name encoding its original index (""circuit_i"") before execution, then use the result header names to rebuild a results_ordered list matching input order.",0.5957,22,30,anthropic,claude-sonnet-5,False,0,3397,1729,
1018,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_1018,27720,SE,legacy,"QuantumRegister/ClassicalRegister created without explicit names, so Qiskit auto-generates incrementing names (q0, q1, ...) across calls, giving the illusion of leftover state.","Explicitly name the registers (name=""reg1"", name=""classic_reg"") so each call produces identical, consistent register names.",0.942,13,13,anthropic,claude-sonnet-5,False,0,3975,544,
1020,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: contains prose rather than code | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: Original scraped question/answer contained no real runnable code, only class/method names and a purely conceptual explanation, so the buggy/fixed programs are a best-effort conservative reconstruction rather than a literal recovery of lost code | flagged during reconstruction: Original scraped question/answer contained no real runnable code, only class/method names and a purely conceptual explanation, so the buggy/fixed programs are a best-effort conservative reconstruction rather than a literal recovery of lost code",issue_1020,16449,SE,legacy,"Quaternion() instantiated without the required data array, so norm()/normalize() cannot be called meaningfully","Instantiate Quaternion with a random 4-element array, then call norm() and normalize() correctly as the answer describes",0.1066,7,9,anthropic,claude-sonnet-5,False,0,3089,1416,
1023,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | BUGGY CODE: contains prose rather than code | model flagged for review: Original question/answer contained no actual code (only prose/math), so the buggy and fixed programs are reconstructed from the described formula rather than scraped source. | flagged during reconstruction: Original question/answer contained no actual code (only prose/math), so the buggy and fixed programs are reconstructed from the described formula rather than scraped source.",issue_1023,18350,SE,modern,"Applying the Choi matrix to the input density matrix used the wrong tensor ordering (I⊗rho_in instead of rho_in^T⊗I), traced out the wrong (system) subsystem, and skipped renormalization, giving an in","Compute rho_out = tr_ancilla[rho_C (rho_in^T ⊗ I)] by transposing rho_in, tensoring it with I in the correct order, tracing out the ancilla subsystem (index 1), and renormalizing by the trace.",0.7299,14,15,anthropic,claude-sonnet-5,False,0,3659,2546,
1026,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1026,39797,SE,modern,"get_qubit_freqs and backend parameter setup accessed private backend._defaults/_configuration attributes, which no longer work on Qiskit >=1.0 BackendV2 objects, breaking the pulse frequency sweep.","Replace private attribute access with the proper method calls backend.defaults() and backend.configuration() throughout, restoring correct backend parameter retrieval.",0.9249,82,83,anthropic,claude-sonnet-5,False,0,14189,6891,
1027,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 4 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1027,15777,SE,legacy,"HartreeFock initial_state object was passed as the VQEUCCSDFactory's initial_point (positional optimizer args mixed up), causing TypeError: 'HartreeFock' has no len() since VQE tried to use it as the ","Build a proper UCCSD var_form with initial_state set inside it, construct VQE explicitly with qubit_op/var_form/optimizer/quantum_instance, and pass that solver to GroundStateEigensolver instead of mi",0.8177,44,51,anthropic,claude-sonnet-5,False,0,10493,2206,
1029,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1029,31800,SE,legacy,"Printing Result.get_statevector directly truncates the amplitude array for a 13-qubit circuit, hiding most values.","Compute the statevector with qiskit.quantum_info.Statevector (after removing measurements) and view it fully via array_to_latex, or plot the full probability distribution as a histogram.",0.2531,13,17,anthropic,claude-sonnet-5,False,0,2425,1284,
1030,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 4 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: contains prose rather than code | model flagged for review: The source answer is a purely mathematical explanation with no actual code fix provided, so the corrected code demonstrating the resolution (global-phase-aware comparison) is inferred rather than directly scraped. | flagged during reconstruction: The source answer is a purely mathematical explanation with no actual code fix provided, so the corrected code demonstrating the resolution (global-phase-aware comparison) is inferred rather than directly scraped.",issue_1030,21431,SE,legacy,"User compares the resulting unitary matrix element-wise against a table entry, missing that the mismatch is only a global phase difference, wrongly concluding the gate is non-Clifford.","Compare operators using global-phase-aware equivalence (Operator.equiv) against the correctly identified table entry Y*(X/2), confirming the gate is indeed Clifford.",0.567,17,21,anthropic,claude-sonnet-5,False,0,3823,2508,
1035,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 3 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1035,29682,SE,legacy,"Code relies on QiskitRuntimeService/Session with a remote 'ibmq_qasm_simulator' backend, requiring real IBM Quantum credentials/network and cannot use a local fake backend.","Replace the runtime service/session Estimator with the generic BackendEstimator primitive running on the local FakeNairobi fake backend, avoiding any network/credential dependency.",0.3372,16,14,anthropic,claude-sonnet-5,False,0,3505,1366,
1039,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: The source material is a conceptual Q&A with no code correction; the ""fixed code"" block is duplicate explanation text, not code, so buggy.py and fixed.py are functionally identical aside from explanatory comments | flagged during reconstruction: The source material is a conceptual Q&A with no code correction; the ""fixed code"" block is duplicate explanation text, not code, so buggy.py and fixed.py are functionally identical aside from explanatory comments",issue_1039,39993,SE,legacy,"No actual code defect; the question asks for a mental-math method to predict the statevector of a 3-qubit circuit with an H and two CX gates, and the scraped ""fix"" is just an explanatory answer, not a",Added explanatory comments reflecting the ket-notation reasoning from the answer; the circuit code itself is unchanged since there was no code bug to repair,0.6642,9,14,anthropic,claude-sonnet-5,False,0,3064,1360,
1033,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1033,22052,SE,legacy,"op2 was constructed from qc1 instead of qc2, so the comparison op1 == op2 was trivial and did not actually verify equivalence of the two circuit constructions.",Build op2 = qi.Operator(qc2) so the comparison correctly checks that the two differently-controlled GHZ circuits implement the same unitary.,0.7841,16,16,anthropic,claude-sonnet-5,False,0,2636,1946,
1042,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,BUGGY CODE: contains prose rather than code | FIXED CODE: 2 duplicate block(s) removed | model flagged for review: Source scraped content was almost entirely prose fragments/snippets rather than a runnable program; reconstruction relies on inferring a minimal PySCF/qiskit_nature setup consistent with the Q&A. | flagged during reconstruction: Source scraped content was almost entirely prose fragments/snippets rather than a runnable program; reconstruction relies on inferring a minimal PySCF/qiskit_nature setup consistent with the Q&A.,issue_1042,20782,SE,legacy,"ActiveSpaceTransformer is called without an explicit list of active molecular orbital indices, so the desired orbitals (3a1 & 1b1) cannot be excluded.","Pass the explicit active_orbitals index list [0, 1, 4, 5] to ActiveSpaceTransformer to select the correct active space.",0.7783,11,10,anthropic,claude-sonnet-5,False,0,2192,889,
1044,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_1044,28356,SE,legacy,"qiskit_rng imports qiskit.providers.basebackend, which was removed in newer qiskit-terra releases, causing ModuleNotFoundError on import.",Pin qiskit-terra==0.16.2 and qiskit-ibmq-provider~=0.10 (versions where BaseBackend still exists) so qiskit_rng imports correctly; local simulator used in place of real hardware backend.,0.2901,12,15,anthropic,claude-sonnet-5,False,0,2826,1997,
1048,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 4 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_1048,24064,SE,legacy,"Drawing trotterized_op.to_circuit() directly shows only wrapped blocks, not the individual gates inside them.",Call .decompose() on the resulting circuit before drawing to reveal the underlying gates.,0.8143,14,15,anthropic,claude-sonnet-5,False,0,3990,697,
1049,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 4 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1049,40360,SE,legacy,No programmatic way to collect U3 gate parameters from a transpiled circuit; user had to inspect each gate visually via draw().,"Iterate over tqc.data, detect 'u3' operations, and store their qubit and parameters in a dictionary keyed by gate index.",0.5258,8,16,anthropic,claude-sonnet-5,False,0,5484,1583,
1054,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | unresolved names in buggy.py: b | not executed (remote access required or execution disabled); validated statically only,issue_1054,30099,SE,modern,"Script uses an undefined bitstring variable `b` and calls ghz()/basis() before they are defined, and computes <b|UρU†|b> via full density-matrix multiplication.",Exploit that ρ is a GHZ state so U|G_n> is the sum of the first and last columns of U's matrix; define helper functions before use and compute the probability as |ghz_vec[b]|^2 instead of full matrix ,0.1674,20,20,anthropic,claude-sonnet-5,False,0,3668,2942,
1057,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,BUGGY CODE: 1 duplicate block(s) removed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | pair not structurally plausible (similarity 0.0268),issue_1057,17637,SE,legacy,Qiskit's circ.rxx gate has no direct Pennylane equivalent; code just calls the Qiskit-only rxx method with no corresponding Pennylane construct.,"Implement the RXX rotation manually in Pennylane via a QubitUnitary built from the explicit RXX matrix, used inside a qnode.",0.0268,3,16,anthropic,claude-sonnet-5,False,0,3284,529,
1047,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1047,9967,SE,legacy,The script only supports the built-in breast_cancer dataset generator and has no mechanism to load a user-supplied .csv file for QSVM training/testing.,"Added load_data/userDefinedData helper functions (using pandas, train_test_split, StandardScaler, PCA, MinMaxScaler) to read an external .csv file and build the training_input/test_input dictionaries ",0.295,23,71,anthropic,claude-sonnet-5,False,0,11176,4953,
1055,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | FIXED CODE: 1 duplicate block(s) removed | model flagged for review: Original Q&A is about a Jupyter widget-based visual inspection process, not a concrete code bug, so the reconstruction is a best-effort script approximation of that workflow | flagged during reconstruction: Original Q&A is about a Jupyter widget-based visual inspection process, not a concrete code bug, so the reconstruction is a best-effort script approximation of that workflow",issue_1055,21143,SE,legacy,An initial_layout is chosen arbitrarily without consulting the backend's error map/connectivity information,Use `import qiskit.tools.jupyter` and display the backend widget (Error Map tab) to inform the choice of initial_layout before transpiling,0.5232,20,27,anthropic,claude-sonnet-5,False,0,2093,1662,
1059,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1059,15087,SE,legacy,"'counts' is used inside the circuit-building loop before it is ever assigned (it's only produced after the job runs), causing a NameError.","Move the probability calculation into a separate loop that runs after the job has executed, using results.get_counts(i) for each circuit's own counts.",0.4626,29,25,anthropic,claude-sonnet-5,False,0,3763,3181,
